Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3
32643,10936,Alachua,Florida,5,1,11,5,3,7,4,8681,16.56,39.97,89%,55,2,0,3,0,0,0,0
32653,12844,Alachua,Florida,8,0,13,6,6,8,7,6442,57.85,118.98,93%,35,3,0,4,1,1,1,1
32667,3794,Alachua,Florida,6,1,12,4,4,6,5,187,9.54,18.94,40%,35,3,0,4,1,1,1,1
32669,11623,Alachua,Florida,6,1,12,6,4,8,5,4559,163.91,448.21,91%,35,3,0,4,1,1,1,1
32694,2142,Alachua,Florida,3,0,8,3,3,5,4,4498,10.01,27.51,86%,79.99,2,0,3,1,1,1,1
27220,NULL,Alamance,North Carolina,,,,,,,,,,,,,,,,,,,
27215,38807,Alamance,North Carolina,6,2,14,5,5,7,6,32861,132.97,309.5,100%,35,4,1,7,3,0,3,0
27217,36954,Alamance,North Carolina,7,3,16,6,6,9,7,4367,53.29,115.21,98%,35,4,1,7,3,0,3,0
27244,14173,Alamance,North Carolina,6,2,14,6,5,8,5,622,62.92,154.53,97%,35,3,1,6,2,0,2,0
27253,29827,Alamance,North Carolina,6,2,14,6,5,8,6,6674,70.24,174.98,100%,35,4,1,7,3,1,3,1
27258,6006,Alamance,North Carolina,7,1,14,5,3,7,4,790,93.08,293.53,100%,35,5,1,8,2,1,2,1
27302,26412,Alamance,North Carolina,7,2,15,7,6,10,7,15594,55.8,115.29,98%,35,5,1,8,3,1,3,1
27349,5511,Alamance,North Carolina,7,2,14,6,6,8,7,50,5.96,21.44,94%,35,3,1,6,2,0,2,0
94615,NULL,Alameda,California,,,,,,,,,,,,,,,,,,,
94617,NULL,Alameda,California,,,,,,,,,,,,,,,,,,,
94622,NULL,Alameda,California,,,,,,,,,,,,,,,,,,,
94625,NULL,Alameda,California,,,,,,,,,,,,,,,,,,,
94649,NULL,Alameda,California,,,,,,,,,,,,,,,,,,,
94659,NULL,Alameda,California,,,,,,,,,,,,,,,,,,,
94660,NULL,Alameda,California,,,,,,,,,,,,,,,,,,,
94666,NULL,Alameda,California,,,,,,,,,,,,,,,,,,,
94501,60212,Alameda,California,6,4,16,6,6,11,9,58017,102.28,272.71,100%,35,3,1,5,3,2,3,2
94502,13600,Alameda,California,5,3,14,5,5,9,7,7930,98.35,357.09,100%,35,3,1,5,3,2,3,2
94536,68790,Alameda,California,5,2,13,5,5,9,7,148224,126.87,337.76,100%,35,3,1,5,3,2,4,2
94538,61148,Alameda,California,5,3,14,5,5,10,8,82656,78.11,199.8,100%,35,4,1,6,3,2,4,2
94539,50031,Alameda,California,5,3,14,5,5,10,8,136387,69.53,195.71,100%,35,3,1,5,3,2,4,2
94541,61635,Alameda,California,5,2,13,5,5,9,7,92540,126.2,358.67,100%,35,3,1,5,3,2,4,2
94542,12717,Alameda,California,5,2,13,5,5,9,7,2469,77.45,204.72,100%,35,3,1,5,3,2,4,2
94544,73026,Alameda,California,6,2,14,6,6,10,8,95974,121.22,322.1,100%,35,3,1,5,3,2,4,2
94545,29707,Alameda,California,5,2,13,5,5,9,7,16355,77.57,225.7,100%,35,3,2,6,3,2,4,2
94546,42209,Alameda,California,5,2,13,5,5,9,7,58568,95.91,237.91,100%,35,3,1,5,3,2,4,2
94550,46896,Alameda,California,6,3,15,5,5,10,7,65200,105.5,266.25,100%,35,5,2,8,3,2,4,2
94551,36867,Alameda,California,5,2,13,5,5,9,7,17268,94.68,239.46,100%,35,4,1,6,3,2,4,2
94552,14454,Alameda,California,5,3,14,5,5,9,7,1976,54.58,177.22,100%,35,3,1,5,3,2,4,2
94555,34143,Alameda,California,5,2,13,5,5,9,7,61328,67.29,193.28,100%,35,3,1,5,3,2,4,2
94560,42573,Alameda,California,6,2,14,6,6,10,8,58292,139.89,458.64,100%,35,3,1,5,3,2,4,2
94566,40884,Alameda,California,6,3,15,6,6,11,9,70270,88.55,258.25,100%,35,3,1,5,3,2,4,2
94568,46016,Alameda,California,5,3,14,5,5,9,7,122962,123.13,339.33,100%,35,4,2,7,3,2,4,2
94577,45560,Alameda,California,6,3,15,6,6,10,8,38514,94.26,299.21,100%,35,4,2,7,3,2,4,2
94578,38558,Alameda,California,6,2,14,6,6,10,8,33333,98.82,232.01,100%,35,3,1,5,3,2,4,2
94579,20571,Alameda,California,5,2,13,5,5,9,7,25392,87.05,244.06,100%,35,3,1,5,3,2,4,2
94580,27152,Alameda,California,5,2,13,5,5,9,7,17717,81.89,194.5,100%,35,3,1,5,3,2,4,2
94586,925,Alameda,California,3,2,11,1,1,5,3,322,13.16,32.1,100%,79.99,2,1,4,1,1,2,1
94587,69516,Alameda,California,7,2,15,7,7,11,9,51562,61.29,165.19,100%,35,3,1,5,3,2,4,2
94588,30842,Alameda,California,5,3,14,5,5,9,7,68506,86.32,234.7,100%,35,3,2,6,3,2,4,2
94601,50294,Alameda,California,8,4,18,7,7,12,10,38234,67.22,187.89,100%,35,3,1,5,3,2,3,2
94602,28329,Alameda,California,6,2,14,5,5,8,7,39005,117.05,349.67,100%,35,3,1,5,3,2,3,2
94603,31403,Alameda,California,6,2,14,6,6,9,8,43245,45.49,146.47,100%,35,3,1,5,3,2,3,2
94605,39016,Alameda,California,6,1,13,5,5,8,7,33814,57.56,166.01,100%,35,3,0,4,3,2,3,2
94606,36672,Alameda,California,6,3,15,6,6,10,9,24241,118.49,240.4,100%,35,3,1,5,3,2,3,2
94607,24978,Alameda,California,8,4,18,8,8,13,11,29569,104.01,255.44,100%,35,3,1,5,3,2,3,2
94608,28019,Alameda,California,8,3,17,8,8,12,11,17163,100.43,293.99,100%,35,3,1,5,3,2,3,2
94609,20596,Alameda,California,8,3,17,7,7,11,10,16545,69.08,186.37,100%,35,3,1,5,3,2,3,2
94610,29287,Alameda,California,7,3,16,7,6,11,9,78234,101.06,233.27,100%,35,3,1,5,3,2,3,2
94611,36565,Alameda,California,6,3,15,5,5,8,7,82543,112.4,300.17,100%,35,3,1,5,3,2,3,2
94612,14389,Alameda,California,8,3,17,8,8,13,12,23743,47.85,108.64,100%,35,3,1,5,3,2,3,2
94618,16046,Alameda,California,7,3,16,7,7,11,10,24472,89.04,213.03,100%,35,3,1,5,3,2,3,2
94619,23299,Alameda,California,6,2,14,5,5,9,7,4770,66.07,179.24,100%,35,3,2,6,3,2,4,2
94621,29870,Alameda,California,6,2,14,6,6,9,8,15839,38.36,109.68,100%,35,3,3,7,3,2,3,2
94702,15979,Alameda,California,8,3,17,8,8,12,11,9698,86.11,224.64,100%,35,3,1,5,3,2,3,2
94703,19846,Alameda,California,8,3,17,8,8,12,11,16875,97.73,308.2,100%,35,3,1,5,3,2,3,2
94704,25592,Alameda,California,8,3,17,8,8,12,11,10276,66.54,180.14,100%,35,3,1,5,3,2,3,2
94705,12762,Alameda,California,8,3,17,8,8,12,11,7658,147.91,318.43,100%,35,3,1,5,3,2,3,2
94706,19615,Alameda,California,6,2,14,6,6,9,8,7302,59.12,172.44,100%,35,3,1,5,3,2,3,2
94707,11710,Alameda,California,6,2,14,6,6,9,8,25458,112.29,358.74,100%,35,3,1,5,3,2,3,2
94708,10985,Alameda,California,6,2,14,6,6,9,8,6268,84.82,244.82,100%,35,3,1,5,3,2,3,2
94709,11806,Alameda,California,8,3,17,7,7,11,10,16700,99.53,208.35,100%,35,3,1,5,3,2,3,2
94710,6948,Alameda,California,8,3,17,8,8,12,11,30376,119.5,290.65,100%,35,3,2,6,3,2,4,3
94720,2964,Alameda,California,2,2,10,2,2,6,5,5457,82.59,234.3,100%,55,3,1,5,3,2,3,2
81102,NULL,Alamosa,Colorado,,,,,,,,,,,,,,,,,,,
81136,261,Alamosa,Colorado,3,4,13,2,2,6,5,,,,98%,39.95,3,3,7,0,0,1,0
81101,14675,Alamosa,Colorado,10,5,21,10,6,15,9,5881,40.94,101.99,100%,39.95,5,4,10,4,3,5,3
81146,531,Alamosa,Colorado,4,5,15,4,2,9,5,92,1.26,2.27,96%,39.95,1,2,4,0,0,1,1
12007,60,Albany,New York,3,1,9,2,2,5,2,,,,100%,54.9,1,0,2,0,0,0,0
12041,481,Albany,New York,1,1,7,1,1,4,1,,,,100%,54.9,1,0,2,1,0,1,0
12046,817,Albany,New York,5,2,12,4,4,8,4,,,,98%,54.9,3,0,4,1,0,1,0
12055,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12214,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12223,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12226,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12227,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12228,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12229,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12230,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12231,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12232,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12233,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12234,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12235,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12236,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12237,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12238,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12239,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12240,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12241,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12242,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12243,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12244,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12245,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12246,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12247,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12248,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12249,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12250,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12252,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12255,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12256,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12257,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12260,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12261,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12288,NULL,Albany,New York,,,,,,,,,,,,,,,,,,,
12009,7164,Albany,New York,3,1,9,2,2,5,2,8584,18.95,49.37,100%,39.99,3,0,4,2,1,2,1
12023,2196,Albany,New York,7,1,13,5,4,8,4,6128,85.68,115.75,83%,48.79,5,0,6,2,0,2,0
12047,19664,Albany,New York,4,2,11,2,2,5,3,18230,78.3,116,100%,39.99,3,1,5,2,1,2,1
12053,4587,Albany,New York,4,0,9,2,2,4,2,8474,64.02,82.62,100%,60.95,3,0,4,1,0,1,0
12054,16918,Albany,New York,5,1,11,4,3,7,3,45810,107.83,249.15,100%,39.99,4,1,6,3,1,3,1
12059,1632,Albany,New York,2,2,9,2,2,6,2,892,57.78,98.7,99%,54.9,2,0,3,1,0,1,0
12067,1506,Albany,New York,4,2,11,2,2,6,2,320,40.75,109.48,100%,39.99,3,1,5,2,1,2,1
12077,6246,Albany,New York,3,2,10,2,2,6,2,792,49.2,101.53,100%,39.99,3,1,5,2,1,2,1
12084,4271,Albany,New York,3,1,9,2,2,5,2,11314,26.64,65.05,100%,39.99,3,0,4,2,1,2,1
12085,479,Albany,New York,3,1,9,2,2,5,2,4,50.14,50.14,100%,39.99,3,0,4,2,1,2,1
12110,21908,Albany,New York,6,1,12,4,3,7,4,52404,129.98,400.9,100%,39.99,4,1,6,3,1,3,1
12120,613,Albany,New York,1,1,7,1,1,4,1,196,8.83,63.76,86%,NULL,1,0,2,0,0,0,0
12143,5137,Albany,New York,7,2,14,6,6,10,6,10762,71.53,153.2,100%,39.99,4,0,5,2,1,2,1
12147,499,Albany,New York,3,1,9,2,2,5,2,2,12.53,12.53,69%,60.95,2,0,3,0,0,0,0
12158,6309,Albany,New York,10,2,17,8,7,12,7,1498,58.75,114.95,100%,39.99,6,1,8,4,2,4,2
12159,7896,Albany,New York,4,1,10,2,2,5,2,1574,76.22,112.37,100%,39.99,4,1,6,2,1,2,1
12183,2620,Albany,New York,2,2,9,1,1,4,2,946,95.35,220.19,100%,54.9,2,1,4,1,0,1,0
12186,6277,Albany,New York,3,2,10,2,2,6,2,7582,67.92,115.67,100%,39.99,3,1,5,2,1,2,1
12189,17568,Albany,New York,5,2,12,4,3,8,4,13586,83.45,200.71,100%,39.99,4,2,7,3,1,3,1
12193,2016,Albany,New York,4,1,10,3,3,6,3,2582,22.72,57.21,76%,69.99,3,0,4,1,0,1,0
12202,9628,Albany,New York,6,1,12,3,3,6,3,2464,29.49,94.02,100%,39.99,4,1,6,2,1,2,1
12203,29952,Albany,New York,7,1,13,5,4,8,4,32392,64.17,115.59,100%,39.99,5,1,7,4,1,4,1
12204,7349,Albany,New York,4,1,10,2,2,5,2,20526,40.67,109.55,100%,39.99,2,1,4,1,0,1,0
12205,26977,Albany,New York,7,1,13,5,3,8,3,59894,91.2,150.95,100%,39.99,5,1,7,4,1,4,1
12206,16395,Albany,New York,4,1,10,2,2,5,2,59742,60.74,113.11,100%,39.99,3,1,5,2,1,2,1
12207,1948,Albany,New York,8,1,14,5,4,8,4,9024,50.75,91.26,100%,39.99,5,1,7,3,1,3,1
12208,20702,Albany,New York,7,1,13,5,3,8,3,47254,67.24,113.78,100%,39.99,4,1,6,3,0,3,0
12209,10121,Albany,New York,6,1,12,3,3,6,3,6164,42.63,112.24,100%,39.99,3,1,5,1,0,1,0
12210,10158,Albany,New York,5,2,12,3,2,6,2,7500,49.39,114.05,100%,48.79,3,1,5,2,0,2,0
12211,11303,Albany,New York,5,1,11,4,3,7,3,14534,92.56,156.15,100%,39.99,4,1,6,3,1,3,1
12222,6489,Albany,New York,2,1,8,1,1,4,1,928,166.61,681.19,100%,54.9,2,1,4,1,0,1,0
12469,677,Albany,New York,4,1,10,3,3,6,3,4,9.12,9.12,80%,60.95,2,0,3,0,0,0,0
82051,60,Albany,Wyoming,0,3,8,0,0,4,1,0,0,0,3%,59.95,1,3,5,0,0,1,1
82052,23,Albany,Wyoming,0,3,7,0,0,3,0,4,43.12,51.52,74%,59.95,0,0,1,0,0,0,0
82058,52,Albany,Wyoming,1,0,6,1,1,3,1,31,7.81,15.84,0%,70,1,0,2,0,0,0,0
82063,100,Albany,Wyoming,2,2,8,2,0,5,2,115,31.93,52.44,63%,65,1,2,4,1,1,3,2
82070,19766,Albany,Wyoming,5,8,19,5,5,11,7,8714,35.83,102.82,98%,49.95,5,4,10,4,3,5,4
82072,15533,Albany,Wyoming,5,6,16,5,5,11,7,4753,49.57,109.71,100%,49.95,5,4,10,4,3,6,4
82083,373,Albany,Wyoming,2,2,9,2,2,6,3,4,0.51,0.82,97%,49.95,1,1,3,0,0,0,0
22901,32532,Albemarle,Virginia,4,1,10,3,3,6,4,92012,75.16,223.38,99%,65,4,1,7,3,2,3,2
22904,4633,Albemarle,Virginia,3,1,9,3,2,6,3,9314,52.41,91.9,100%,65,2,1,5,1,1,1,1
22911,15971,Albemarle,Virginia,3,2,10,3,3,7,4,15614,44.52,127.79,99%,65,3,1,6,3,2,3,2
22931,382,Albemarle,Virginia,1,1,7,1,1,4,2,88,85.69,326.37,67%,NULL,1,2,5,0,0,0,0
22932,7488,Albemarle,Virginia,3,3,11,3,3,7,4,3668,93.23,332.33,92%,65,2,2,6,2,1,2,1
22936,4853,Albemarle,Virginia,3,1,9,3,3,6,4,1230,14.35,27.53,100%,65,2,1,5,2,1,2,1
22937,1486,Albemarle,Virginia,1,1,8,1,1,4,2,316,13.54,30.54,72%,NULL,1,2,5,1,0,1,0
22940,1119,Albemarle,Virginia,2,1,8,2,2,5,3,520,18.22,39.49,88%,79.99,1,1,4,0,0,0,0
22942,8113,Albemarle,Virginia,4,3,12,2,1,6,2,7542,45.8,118.31,67%,79.99,4,2,8,2,1,2,1
22943,444,Albemarle,Virginia,1,2,8,1,1,4,2,132,41.24,71,89%,79.99,0,2,4,0,0,0,0
22946,244,Albemarle,Virginia,1,0,7,0,0,2,1,0,0,0,0%,NULL,1,1,4,0,0,0,0
22947,4198,Albemarle,Virginia,3,2,10,3,3,7,4,894,23.22,59.35,86%,65,3,1,6,3,2,3,2
22959,1578,Albemarle,Virginia,2,1,8,2,2,5,3,184,14.21,36.61,62%,65,2,2,6,2,1,2,1
24590,8074,Albemarle,Virginia,3,1,10,3,3,6,4,3898,13.77,35.48,62%,65,2,2,6,1,1,1,1
48705,535,Alcona,Michigan,2,2,8,2,2,5,2,,,,30%,59.99,3,0,4,3,3,3,3
48721,411,Alcona,Michigan,2,0,7,1,1,3,1,,,,5%,74.99,2,0,3,1,1,1,1
48728,290,Alcona,Michigan,3,2,9,2,1,5,1,52,5.07,13.12,94%,59.99,3,0,4,1,1,1,1
48737,1245,Alcona,Michigan,2,1,8,1,0,3,0,88,7.82,8.24,70%,NULL,1,0,2,0,0,0,0
48738,1269,Alcona,Michigan,3,2,10,1,1,3,1,18,60.32,112.07,89%,69.99,2,0,3,1,1,1,1
48740,2556,Alcona,Michigan,3,1,9,2,2,4,2,113,41.13,141.29,64%,59.99,3,0,4,3,2,3,2
48742,1647,Alcona,Michigan,2,0,7,1,1,3,1,87,41.25,75.64,87%,69.99,2,0,3,2,1,2,1
48745,1346,Alcona,Michigan,2,2,9,2,2,4,2,49,16.4,51.92,37%,59.99,2,0,3,2,2,2,2
48762,1139,Alcona,Michigan,2,1,8,1,1,4,1,6,3.89,6.89,62%,59.99,3,0,4,2,2,2,2
38834,29133,Alcorn,Mississippi,7,3,16,6,6,9,8,9025,63.47,199.87,92%,35,4,2,8,3,2,4,2
38846,2446,Alcorn,Mississippi,7,2,15,6,5,8,6,10,26.56,41.46,54%,39.99,4,1,7,3,1,4,1
38865,4698,Alcorn,Mississippi,7,2,15,6,5,8,6,314,6.5,13.32,32%,39.99,5,2,9,4,2,5,2
62957,996,Alexander,Illinois,0,2,7,0,0,2,1,,,,0%,,1,1,4,0,0,0,0
62962,82,Alexander,Illinois,0,1,6,0,0,2,1,,,,0%,,0,1,3,0,0,0,0
62990,1109,Alexander,Illinois,0,2,7,0,0,3,1,,,,18%,,0,2,4,0,0,0,0
62914,3147,Alexander,Illinois,2,2,9,2,2,5,3,212,6,9.87,91%,55,0,2,4,0,0,0,0
62969,731,Alexander,Illinois,0,2,7,0,0,3,1,66,2.45,5.07,72%,NULL,0,2,4,0,0,0,0
62988,2110,Alexander,Illinois,1,3,9,0,0,3,1,286,4.09,9.17,41%,NULL,0,1,3,0,0,0,0
28636,5522,Alexander,North Carolina,5,1,11,4,4,6,5,100,111.99,367.91,71%,39.99,4,1,7,3,1,3,1
28678,5226,Alexander,North Carolina,3,1,10,3,3,5,4,2,82.43,88.5,89%,55,2,1,5,1,1,1,1
28681,25910,Alexander,North Carolina,4,2,11,4,3,6,4,1927,81.6,223.62,93%,55,3,2,7,2,1,2,1
22321,NULL,Alexandria,Virginia,,,,,,,,,,,,,,,,,,,
22331,NULL,Alexandria,Virginia,,,,,,,,,,,,,,,,,,,
22332,NULL,Alexandria,Virginia,,,,,,,,,,,,,,,,,,,
22333,NULL,Alexandria,Virginia,,,,,,,,,,,,,,,,,,,
22334,NULL,Alexandria,Virginia,,,,,,,,,,,,,,,,,,,
22336,NULL,Alexandria,Virginia,,,,,,,,,,,,,,,,,,,
22301,11162,Alexandria,Virginia,4,0,10,2,2,4,2,20380,137.5,487.36,100%,39.99,3,0,5,2,2,2,2
22302,16485,Alexandria,Virginia,5,0,11,3,3,5,3,32052,61.01,209.91,100%,39.99,4,1,7,3,3,3,3
22304,44300,Alexandria,Virginia,4,0,10,2,2,4,2,81156,133.8,340.19,99%,65.99,3,0,5,2,2,2,2
22305,15440,Alexandria,Virginia,5,1,12,3,3,6,4,11468,97.86,226.19,100%,39.99,3,0,5,2,2,2,2
22311,17560,Alexandria,Virginia,5,1,12,3,3,5,3,37314,123.19,319.73,100%,39.99,4,1,7,3,3,3,3
22314,29653,Alexandria,Virginia,5,0,11,3,3,5,3,101894,129.62,339.96,99%,39.99,3,0,5,2,2,2,2
73719,83,Alfalfa,Oklahoma,2,2,9,2,2,4,2,,,,100%,59.95,2,2,5,1,1,1,1
73722,427,Alfalfa,Oklahoma,3,2,11,3,2,5,2,,,,100%,59.95,3,2,6,2,1,2,1
73749,448,Alfalfa,Oklahoma,3,4,12,2,2,4,2,,,,100%,59.95,2,1,4,1,0,1,0
73716,510,Alfalfa,Oklahoma,1,5,10,1,0,4,0,60,51.49,86.97,55%,55,1,3,5,1,0,1,0
73726,472,Alfalfa,Oklahoma,3,4,11,3,2,5,2,4,0.96,1.09,78%,40,2,3,6,2,1,2,1
73728,1861,Alfalfa,Oklahoma,6,5,16,3,3,5,3,39,11.95,24.33,98%,59.95,6,4,11,3,2,3,2
73739,369,Alfalfa,Oklahoma,2,2,10,1,1,4,1,34,36.52,97.87,100%,90,2,0,3,1,0,1,0
73741,1614,Alfalfa,Oklahoma,2,4,11,2,1,4,1,64,17.29,19.71,93%,55,2,2,5,2,0,2,0
49816,724,Alger,Michigan,2,0,6,2,2,4,3,,,,90%,66.95,4,0,5,2,1,2,1
49806,627,Alger,Michigan,3,0,7,3,3,5,3,340,5.28,12.7,99%,66.95,3,0,4,3,2,3,2
49822,220,Alger,Michigan,2,0,6,2,2,4,3,428,11.68,25.41,89%,66.95,2,1,4,2,1,2,1
49862,5025,Alger,Michigan,4,0,8,4,3,6,3,1337,20.07,61.95,92%,55,4,0,5,3,2,3,2
49884,552,Alger,Michigan,2,0,6,1,1,3,1,28,7.14,14.98,11%,69.99,2,0,3,1,1,1,1
49891,816,Alger,Michigan,1,0,5,1,1,3,2,16,18.48,26.21,60%,66.95,1,0,2,1,0,1,0
49895,765,Alger,Michigan,3,0,7,2,2,4,3,198,14.84,37.18,35%,55,5,0,6,2,2,2,2
52140,532,Allamakee,Iowa,5,2,11,3,2,6,4,413,12.87,31.11,43%,49.95,3,2,6,1,0,1,0
52146,1039,Allamakee,Iowa,3,1,8,3,1,5,2,266,10.12,20.82,49%,49.95,5,1,7,2,1,2,1
52151,2138,Allamakee,Iowa,8,4,16,4,3,8,5,111,13.07,26.4,85%,49.95,7,3,11,1,0,1,0
52160,867,Allamakee,Iowa,3,0,7,2,2,4,3,6,18.79,31.6,100%,49.95,2,0,3,0,0,0,0
52162,3285,Allamakee,Iowa,8,3,15,6,3,10,5,161,24.39,68.04,86%,44.95,4,3,8,0,0,0,0
52170,599,Allamakee,Iowa,3,2,9,2,1,6,3,214,12.94,29.17,44%,49.95,2,1,4,0,0,0,0
52172,6303,Allamakee,Iowa,8,3,15,6,2,10,4,17055,18,42.15,96%,44.95,4,3,8,1,1,1,1
49010,17374,Allegan,Michigan,5,5,16,1,1,4,1,4689,24.01,80.35,81%,69.99,4,1,6,1,1,1,1
49070,2451,Allegan,Michigan,4,5,15,3,1,6,1,416,9.74,22.16,98%,55,2,1,4,1,1,1,1
49078,8902,Allegan,Michigan,4,4,14,3,3,6,3,850,49.36,109.68,92%,55,3,1,5,2,1,2,1
49080,15802,Allegan,Michigan,7,5,18,5,5,8,5,2478,37.76,100.68,96%,55,3,2,6,2,1,2,1
49316,20074,Allegan,Michigan,10,4,20,8,7,11,7,23284,72.73,145.94,100%,35,4,1,6,3,2,3,2
49323,9410,Allegan,Michigan,8,4,18,7,4,10,4,2786,22.87,54.33,100%,49.95,4,0,5,2,2,2,2
49328,3885,Allegan,Michigan,3,4,13,3,1,6,1,2209,7.38,21.15,100%,55,2,1,4,1,1,1,1
49344,3410,Allegan,Michigan,4,5,15,1,1,4,1,996,6.76,14.63,100%,69.99,3,2,6,1,1,1,1
49348,12153,Allegan,Michigan,4,5,15,4,2,7,2,4955,34.12,106.52,99%,55,2,2,5,1,1,1,1
49408,9091,Allegan,Michigan,3,4,13,1,1,4,2,2522,27.94,83.69,76%,79.99,3,1,5,1,1,1,1
49419,7791,Allegan,Michigan,6,4,16,2,2,5,2,1897,14.14,17.42,100%,49.95,4,1,6,1,1,1,1
49450,3302,Allegan,Michigan,3,2,10,1,1,3,2,396,15.11,20.33,4%,79.99,2,0,3,0,0,0,0
49453,2626,Allegan,Michigan,3,3,12,2,2,5,2,362,36,96.79,96%,79.99,2,0,3,1,0,1,0
21521,1265,Allegany,Maryland,3,0,7,1,1,3,1,,,,91%,54.95,10,0,12,2,1,2,1
21540,65,Allegany,Maryland,2,0,6,1,1,3,1,,,,98%,54.95,3,0,5,1,1,1,1
21557,1895,Allegany,Maryland,4,0,9,2,2,4,2,,,,93%,39.99,8,0,10,2,1,2,1
21502,44400,Allegany,Maryland,6,0,12,4,4,6,4,37908,69.93,154.01,94%,39.99,4,0,6,2,1,2,1
21530,1591,Allegany,Maryland,3,0,9,1,1,3,1,10,9.47,19.54,13%,39.99,3,0,5,1,0,1,0
21532,15620,Allegany,Maryland,4,1,11,2,2,5,2,7330,81.99,232.38,89%,39.99,4,0,6,2,1,2,1
21539,2819,Allegany,Maryland,3,1,10,1,1,4,1,144,39.22,118.25,91%,79.99,2,0,4,1,1,1,1
21545,1940,Allegany,Maryland,3,0,8,2,2,4,2,554,63.15,119.17,97%,39.99,3,0,5,2,1,2,1
21555,1936,Allegany,Maryland,3,0,9,1,1,3,1,36,29.19,86.74,7%,39.99,2,0,4,1,0,1,0
21562,3141,Allegany,Maryland,3,0,7,1,1,3,1,1502,43.94,82.66,97%,79.99,2,0,4,1,1,1,1
21766,700,Allegany,Maryland,3,0,8,2,2,4,2,2,1.72,1.72,1%,39.99,1,0,3,0,0,0,0
14714,487,Allegany,New York,1,1,7,0,0,2,1,,,,0%,,2,2,5,0,0,0,0
14721,230,Allegany,New York,2,0,6,1,1,3,2,,,,96%,74.99,2,0,3,1,0,1,0
14884,273,Allegany,New York,1,1,6,0,0,2,1,,,,0%,,1,3,5,0,0,0,0
14708,183,Allegany,New York,1,0,5,0,0,2,1,8,3.77,4.03,0%,NULL,1,0,2,0,0,0,0
14709,1535,Allegany,New York,2,2,9,1,1,4,2,2006,6.72,10.22,73%,69.99,2,0,3,1,0,1,0
14711,1766,Allegany,New York,2,2,9,1,1,4,2,836,14.45,35.04,71%,69.99,2,1,4,1,0,1,0
14715,2747,Allegany,New York,3,0,7,1,1,3,2,3814,47.05,106.88,88%,69.99,3,0,4,2,0,2,0
14717,636,Allegany,New York,1,2,7,1,1,4,2,40,3.63,5.54,51%,69.99,1,1,3,1,0,1,0
14727,5450,Allegany,New York,3,2,10,1,1,4,2,768,22.14,41.35,79%,69.99,3,1,5,2,0,2,0
14735,2751,Allegany,New York,2,2,9,1,1,4,2,1512,138.6,268.5,64%,69.99,2,1,4,1,0,1,0
14739,2903,Allegany,New York,3,1,9,1,1,3,2,1510,46.62,112.8,67%,69.99,2,1,4,1,0,1,0
14744,2094,Allegany,New York,2,2,8,1,1,4,2,528,37.45,87.17,88%,69.99,2,1,4,1,0,1,0
14754,667,Allegany,New York,2,1,7,1,1,4,2,4,13.19,13.19,98%,69.99,2,0,3,1,0,1,0
14777,667,Allegany,New York,1,2,7,0,0,3,1,932,3.15,8.15,6%,NULL,2,1,4,1,0,1,0
