Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3.1
98045,13888.0,King,Washington,3.0,0.0,9.0,3.0,3.0,5.0,4.0,5295.0,143.18,383.99,98%,65.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0
98047,6339.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,1240.0,62.56,158.18,100%,65.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0
98051,3270.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,4.0,77.0,28.01,63.83,91%,65.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0
98052,58442.0,King,Washington,6.0,0.0,11.0,6.0,5.0,8.0,5.0,165642.0,106.72,279.52,100%,40.0,5.0,0.0,6.0,4.0,4.0,4.0,4.0
98053,18784.0,King,Washington,6.0,0.0,11.0,5.0,4.0,7.0,4.0,12516.0,72.98,195.57,98%,40.0,5.0,0.0,6.0,3.0,3.0,3.0,3.0
98055,21904.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,20322.0,69.82,180.2,99%,65.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0
98056,32489.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,31165.0,99.1,276.81,100%,65.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0
98057,10613.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,9090.0,57.8,177.96,100%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98058,41938.0,King,Washington,4.0,0.0,9.0,4.0,3.0,6.0,3.0,30052.0,91.61,216.81,100%,65.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0
98059,34463.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,21740.0,115.89,319.84,99%,65.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0
98065,12699.0,King,Washington,3.0,0.0,8.0,3.0,2.0,5.0,3.0,10529.0,114.94,314.79,95%,65.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0
98070,10624.0,King,Washington,3.0,0.0,8.0,3.0,2.0,5.0,2.0,8569.0,16.29,41.08,99%,69.95,2.0,0.0,3.0,1.0,1.0,1.0,1.0
98072,22312.0,King,Washington,5.0,0.0,10.0,5.0,4.0,7.0,4.0,24110.0,131.16,310.51,100%,40.0,4.0,0.0,5.0,4.0,3.0,4.0,3.0
98074,25748.0,King,Washington,5.0,0.0,10.0,4.0,4.0,6.0,4.0,43840.0,104.09,284.0,100%,65.0,4.0,0.0,5.0,3.0,3.0,3.0,3.0
98075,20715.0,King,Washington,6.0,0.0,11.0,5.0,4.0,7.0,4.0,40051.0,101.08,248.11,100%,65.0,6.0,0.0,7.0,4.0,4.0,4.0,4.0
98077,13585.0,King,Washington,4.0,0.0,9.0,4.0,3.0,6.0,3.0,881.0,47.92,122.42,98%,40.0,4.0,0.0,5.0,3.0,3.0,3.0,3.0
98092,39816.0,King,Washington,3.0,1.0,9.0,3.0,3.0,5.0,4.0,28948.0,123.48,315.8,99%,65.0,3.0,2.0,6.0,3.0,3.0,4.0,4.0
98101,10238.0,King,Washington,5.0,2.0,12.0,5.0,5.0,9.0,6.0,61038.0,133.53,325.71,100%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98102,20756.0,King,Washington,6.0,1.0,12.0,6.0,6.0,9.0,7.0,76350.0,94.5,245.12,100%,60.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98103,45911.0,King,Washington,5.0,1.0,11.0,5.0,5.0,8.0,6.0,116819.0,109.2,341.63,100%,60.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98104,13095.0,King,Washington,4.0,1.0,10.0,4.0,4.0,7.0,5.0,30937.0,43.5,93.31,82%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98105,43924.0,King,Washington,4.0,1.0,10.0,4.0,4.0,7.0,5.0,40911.0,94.21,247.12,87%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98106,22873.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,33762.0,94.58,263.74,100%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98107,21147.0,King,Washington,6.0,1.0,12.0,6.0,5.0,9.0,5.0,50297.0,117.88,333.94,99%,60.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98108,22374.0,King,Washington,5.0,0.0,10.0,5.0,4.0,7.0,4.0,23334.0,106.44,393.13,100%,65.0,6.0,0.0,7.0,5.0,5.0,5.0,5.0
98109,20715.0,King,Washington,6.0,1.0,12.0,6.0,6.0,9.0,7.0,85068.0,102.34,276.21,99%,60.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98112,21077.0,King,Washington,5.0,1.0,11.0,5.0,5.0,8.0,6.0,36728.0,96.28,261.22,100%,60.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98115,46206.0,King,Washington,4.0,0.0,9.0,4.0,4.0,6.0,4.0,42284.0,65.2,185.82,100%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98116,22241.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,35501.0,121.64,325.99,100%,65.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0
98117,31365.0,King,Washington,4.0,1.0,10.0,4.0,3.0,7.0,3.0,62032.0,98.93,229.1,100%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98118,42731.0,King,Washington,4.0,0.0,9.0,4.0,4.0,6.0,4.0,68760.0,65.72,214.55,100%,65.0,5.0,0.0,6.0,4.0,4.0,4.0,4.0
98119,21039.0,King,Washington,5.0,2.0,12.0,5.0,5.0,8.0,6.0,36034.0,79.88,232.7,97%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98121,12628.0,King,Washington,6.0,1.0,12.0,6.0,6.0,9.0,7.0,73801.0,50.09,109.72,99%,60.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98122,31454.0,King,Washington,4.0,1.0,10.0,4.0,4.0,7.0,5.0,101320.0,84.76,233.52,98%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98125,37081.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,29773.0,63.84,176.62,100%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98126,20698.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,29201.0,106.75,314.5,100%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98133,44555.0,King,Washington,6.0,0.0,11.0,6.0,5.0,8.0,5.0,43185.0,81.28,203.83,100%,40.0,5.0,0.0,6.0,4.0,4.0,4.0,4.0
98134,644.0,King,Washington,5.0,0.0,10.0,5.0,5.0,7.0,5.0,2691.0,62.48,130.9,61%,60.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98136,14770.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,13850.0,129.24,353.26,100%,65.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0
98144,26881.0,King,Washington,4.0,1.0,10.0,4.0,4.0,7.0,5.0,43359.0,82.08,228.65,99%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98146,25922.0,King,Washington,4.0,0.0,9.0,4.0,4.0,6.0,4.0,21158.0,77.67,197.81,100%,65.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0
98148,10010.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,8088.0,37.4,80.35,100%,65.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0
98154,0.0,King,Washington,2.0,0.0,7.0,0.0,0.0,2.0,0.0,288.0,39.82,23.91,0%,,1.0,0.0,2.0,0.0,0.0,0.0,0.0
98155,32778.0,King,Washington,5.0,0.0,10.0,5.0,4.0,7.0,4.0,22886.0,107.33,282.37,100%,40.0,5.0,0.0,6.0,4.0,4.0,4.0,4.0
98158,0.0,King,Washington,2.0,0.0,7.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0%,65.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0
98164,141.0,King,Washington,3.0,0.0,8.0,2.0,2.0,4.0,2.0,198.0,61.68,128.29,100%,65.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
98166,20301.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,24022.0,87.41,210.33,100%,65.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0
98168,33734.0,King,Washington,4.0,0.0,9.0,4.0,4.0,6.0,4.0,68505.0,66.04,179.84,100%,60.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0
98174,0.0,King,Washington,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0%,,2.0,0.0,3.0,1.0,1.0,1.0,1.0
98177,19030.0,King,Washington,5.0,0.0,10.0,5.0,4.0,7.0,4.0,15062.0,146.78,309.66,100%,40.0,5.0,0.0,6.0,4.0,4.0,4.0,4.0
98178,24092.0,King,Washington,4.0,0.0,9.0,4.0,4.0,6.0,4.0,21113.0,85.44,236.63,100%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
98188,23111.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,18885.0,58.06,223.5,99%,65.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0
98195,0.0,King,Washington,2.0,0.0,7.0,1.0,1.0,3.0,1.0,1821.0,151.81,501.56,0%,79.99,1.0,0.0,2.0,1.0,1.0,1.0,1.0
98198,34584.0,King,Washington,4.0,0.0,9.0,4.0,3.0,6.0,3.0,29947.0,85.22,226.75,100%,65.0,4.0,0.0,5.0,3.0,3.0,3.0,3.0
98199,19686.0,King,Washington,3.0,0.0,8.0,3.0,3.0,5.0,3.0,9434.0,109.92,286.69,99%,65.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0
23023,323.0,King and Queen,Virginia,1.0,2.0,8.0,0.0,0.0,2.0,1.0,64.0,9.11,15.96,0%,,1.0,2.0,5.0,0.0,0.0,0.0,0.0
23085,364.0,King and Queen,Virginia,1.0,2.0,8.0,0.0,0.0,2.0,1.0,1592.0,34.52,145.61,0%,,1.0,2.0,5.0,0.0,0.0,0.0,0.0
23091,309.0,King and Queen,Virginia,0.0,2.0,7.0,0.0,0.0,3.0,1.0,240.0,2.37,7.27,4%,159.99,0.0,2.0,4.0,0.0,0.0,0.0,0.0
23108,161.0,King and Queen,Virginia,1.0,1.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3%,159.99,1.0,2.0,5.0,0.0,0.0,0.0,0.0
23110,794.0,King and Queen,Virginia,1.0,1.0,7.0,1.0,1.0,3.0,2.0,44.0,4.27,5.11,53%,65.99,1.0,1.0,4.0,1.0,1.0,1.0,1.0
23126,534.0,King and Queen,Virginia,1.0,1.0,6.0,0.0,0.0,2.0,0.0,398.0,5.56,15.44,0%,,1.0,1.0,4.0,0.0,0.0,0.0,0.0
23148,1827.0,King and Queen,Virginia,2.0,2.0,9.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,9%,39.99,2.0,2.0,6.0,1.0,0.0,2.0,0.0
23156,1555.0,King and Queen,Virginia,2.0,1.0,8.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,46%,65.99,1.0,2.0,5.0,1.0,1.0,1.0,1.0
23161,173.0,King and Queen,Virginia,1.0,1.0,7.0,0.0,0.0,2.0,1.0,1064.0,2.45,4.79,0%,,1.0,1.0,4.0,0.0,0.0,0.0,0.0
23177,616.0,King and Queen,Virginia,1.0,2.0,8.0,0.0,0.0,2.0,1.0,2.0,0.58,0.58,0%,,1.0,2.0,5.0,0.0,0.0,0.0,0.0
22448,599.0,King George,Virginia,3.0,0.0,9.0,1.0,1.0,3.0,1.0,630.0,7.07,17.08,97%,39.99,2.0,0.0,4.0,1.0,0.0,1.0,0.0
22485,23004.0,King George,Virginia,5.0,2.0,13.0,3.0,3.0,6.0,4.0,49960.0,69.06,192.9,94%,39.99,3.0,1.0,6.0,2.0,1.0,3.0,1.0
23009,6279.0,King William,Virginia,3.0,1.0,9.0,1.0,1.0,3.0,2.0,4828.0,1.77,2.81,49%,39.99,2.0,1.0,5.0,0.0,0.0,0.0,0.0
23086,3247.0,King William,Virginia,4.0,1.0,10.0,2.0,2.0,4.0,3.0,76.0,12.48,28.35,36%,39.99,1.0,1.0,4.0,0.0,0.0,0.0,0.0
23106,976.0,King William,Virginia,2.0,0.0,7.0,1.0,1.0,3.0,2.0,770.0,1.25,1.82,20%,39.99,1.0,0.0,3.0,0.0,0.0,0.0,0.0
23181,5426.0,King William,Virginia,3.0,1.0,9.0,1.0,1.0,3.0,2.0,5752.0,54.61,59.25,74%,65.99,2.0,1.0,5.0,1.0,1.0,1.0,1.0
73756,352.0,Kingfisher,Oklahoma,1.0,3.0,10.0,1.0,0.0,3.0,1.0,,,,39%,55.0,4.0,1.0,6.0,1.0,0.0,1.0,0.0
73764,144.0,Kingfisher,Oklahoma,1.0,2.0,9.0,1.0,0.0,3.0,1.0,,,,22%,55.0,4.0,1.0,6.0,1.0,0.0,1.0,0.0
73016,1850.0,Kingfisher,Oklahoma,4.0,5.0,18.0,2.0,1.0,6.0,2.0,317.0,2.3,4.49,100%,35.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0
73734,1067.0,Kingfisher,Oklahoma,1.0,3.0,11.0,1.0,0.0,4.0,1.0,2.0,91.88,91.88,62%,55.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0
73742,3824.0,Kingfisher,Oklahoma,2.0,6.0,15.0,2.0,1.0,7.0,2.0,1576.0,29.58,50.64,93%,55.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0
73750,7025.0,Kingfisher,Oklahoma,2.0,4.0,15.0,2.0,1.0,6.0,2.0,8107.0,76.98,210.96,70%,55.0,3.0,3.0,7.0,3.0,1.0,3.0,1.0
73762,2156.0,Kingfisher,Oklahoma,4.0,6.0,19.0,2.0,1.0,7.0,2.0,466.0,13.54,34.92,75%,55.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0
67035,970.0,Kingman,Kansas,7.0,5.0,17.0,4.0,2.0,7.0,2.0,,,,56%,59.95,10.0,3.0,14.0,2.0,2.0,2.0,2.0
67111,352.0,Kingman,Kansas,1.0,5.0,11.0,0.0,0.0,3.0,0.0,,,,100%,105.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0
67068,4354.0,Kingman,Kansas,7.0,5.0,17.0,3.0,2.0,6.0,2.0,162.0,22.96,46.54,99%,65.99,5.0,3.0,9.0,2.0,1.0,2.0,1.0
67112,227.0,Kingman,Kansas,2.0,3.0,10.0,1.0,0.0,4.0,0.0,302.0,13.87,37.26,62%,99.95,2.0,3.0,6.0,0.0,0.0,0.0,0.0
67118,810.0,Kingman,Kansas,2.0,4.0,12.0,1.0,0.0,4.0,0.0,72.0,8.48,27.7,18%,100.0,2.0,3.0,6.0,1.0,0.0,1.0,0.0
67142,445.0,Kingman,Kansas,5.0,4.0,14.0,2.0,1.0,5.0,1.0,116.0,3.89,7.59,66%,90.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0
67159,169.0,Kingman,Kansas,3.0,4.0,12.0,2.0,1.0,5.0,1.0,43.0,46.52,126.01,100%,59.95,2.0,3.0,6.0,0.0,0.0,0.0,0.0
93246,,Kings,California,,,,,,,,,,,,,,,,,,,
93202,4143.0,Kings,California,3.0,1.0,10.0,3.0,3.0,6.0,3.0,19.0,91.67,127.56,100%,55.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0
93204,15529.0,Kings,California,4.0,1.0,11.0,4.0,2.0,7.0,2.0,51.0,48.93,93.11,100%,55.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
93212,26079.0,Kings,California,3.0,4.0,13.0,1.0,1.0,6.0,2.0,532.0,66.2,196.65,100%,79.99,1.0,0.0,2.0,1.0,1.0,1.0,1.0
93230,65264.0,Kings,California,5.0,4.0,15.0,5.0,5.0,8.0,5.0,31449.0,74.62,194.34,100%,35.0,3.0,0.0,4.0,3.0,1.0,3.0,1.0
93239,1688.0,Kings,California,2.0,1.0,9.0,0.0,0.0,3.0,0.0,10.0,9.44,17.29,98%,,1.0,0.0,2.0,0.0,0.0,0.0,0.0
93245,37412.0,Kings,California,5.0,3.0,14.0,5.0,5.0,8.0,5.0,6256.0,69.74,205.12,100%,35.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0
93266,1587.0,Kings,California,3.0,2.0,11.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,100%,79.99,2.0,0.0,3.0,1.0,1.0,1.0,1.0
11240,,Kings,New York,,,,,,,,,,,,,,,,,,,
11241,,Kings,New York,,,,,,,,,,,,,,,,,,,
11242,,Kings,New York,,,,,,,,,,,,,,,,,,,
11243,,Kings,New York,,,,,,,,,,,,,,,,,,,
11244,,Kings,New York,,,,,,,,,,,,,,,,,,,
11245,,Kings,New York,,,,,,,,,,,,,,,,,,,
11248,,Kings,New York,,,,,,,,,,,,,,,,,,,
11249,,Kings,New York,,,,,,,,,,,,,,,,,,,
11251,,Kings,New York,,,,,,,,,,,,,,,,,,,
11252,,Kings,New York,,,,,,,,,,,,,,,,,,,
11254,,Kings,New York,,,,,,,,,,,,,,,,,,,
11255,,Kings,New York,,,,,,,,,,,,,,,,,,,
11256,,Kings,New York,,,,,,,,,,,,,,,,,,,
11201,51128.0,Kings,New York,8.0,2.0,15.0,6.0,5.0,9.0,6.0,216854.0,132.58,340.41,99%,39.99,6.0,0.0,7.0,5.0,4.0,5.0,4.0
11203,76174.0,Kings,New York,4.0,2.0,11.0,2.0,2.0,5.0,3.0,83662.0,99.8,261.39,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11204,78134.0,Kings,New York,4.0,1.0,10.0,2.0,2.0,4.0,2.0,140744.0,71.77,195.19,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11205,40366.0,Kings,New York,5.0,2.0,12.0,3.0,3.0,6.0,4.0,71420.0,137.3,245.29,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11206,81677.0,Kings,New York,5.0,2.0,12.0,3.0,3.0,6.0,4.0,100502.0,68.28,219.26,100%,39.99,5.0,0.0,6.0,3.0,3.0,3.0,3.0
11207,93386.0,Kings,New York,5.0,1.0,11.0,3.0,3.0,5.0,3.0,122976.0,87.05,241.39,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11208,94469.0,Kings,New York,5.0,1.0,11.0,3.0,3.0,5.0,3.0,167256.0,64.43,186.48,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11209,68853.0,Kings,New York,6.0,1.0,12.0,4.0,4.0,6.0,4.0,179810.0,119.81,318.95,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11210,62008.0,Kings,New York,5.0,2.0,12.0,3.0,3.0,6.0,4.0,74820.0,126.32,309.01,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11211,90117.0,Kings,New York,8.0,2.0,15.0,6.0,5.0,9.0,6.0,189134.0,118.31,289.34,100%,39.99,5.0,0.0,6.0,4.0,3.0,4.0,3.0
11212,84500.0,Kings,New York,4.0,1.0,10.0,2.0,2.0,4.0,2.0,85754.0,80.7,241.62,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11213,63767.0,Kings,New York,4.0,2.0,11.0,2.0,2.0,5.0,3.0,122966.0,67.82,197.35,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11214,88630.0,Kings,New York,4.0,1.0,10.0,2.0,2.0,4.0,2.0,154142.0,88.41,210.82,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11215,63488.0,Kings,New York,7.0,3.0,15.0,5.0,4.0,9.0,5.0,260614.0,110.55,296.31,100%,39.99,5.0,1.0,7.0,4.0,3.0,5.0,3.0
11216,54316.0,Kings,New York,5.0,2.0,12.0,3.0,3.0,6.0,4.0,158660.0,88.67,232.36,100%,39.99,5.0,0.0,6.0,3.0,3.0,3.0,3.0
11217,35881.0,Kings,New York,8.0,2.0,15.0,6.0,5.0,9.0,6.0,32130.0,144.51,342.26,100%,39.99,7.0,0.0,8.0,6.0,4.0,6.0,4.0
11218,75220.0,Kings,New York,5.0,2.0,12.0,3.0,3.0,6.0,4.0,73054.0,78.31,221.83,100%,39.99,5.0,0.0,6.0,3.0,3.0,3.0,3.0
11219,92221.0,Kings,New York,5.0,1.0,11.0,3.0,3.0,5.0,3.0,66644.0,67.82,191.62,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11220,99598.0,Kings,New York,5.0,2.0,12.0,3.0,3.0,6.0,3.0,77510.0,91.46,221.92,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11221,78895.0,Kings,New York,5.0,2.0,12.0,3.0,3.0,6.0,4.0,151080.0,78.23,210.02,100%,39.99,4.0,0.0,5.0,3.0,2.0,3.0,2.0
11222,36934.0,Kings,New York,5.0,1.0,11.0,3.0,3.0,5.0,3.0,79140.0,112.98,310.77,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11223,78731.0,Kings,New York,4.0,1.0,10.0,2.0,2.0,4.0,2.0,125848.0,112.38,296.69,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11224,47621.0,Kings,New York,5.0,0.0,10.0,3.0,3.0,5.0,3.0,61870.0,89.22,226.42,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11225,56829.0,Kings,New York,4.0,2.0,11.0,2.0,2.0,5.0,3.0,97262.0,79.19,223.54,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11226,101572.0,Kings,New York,5.0,2.0,12.0,3.0,3.0,6.0,4.0,239986.0,84.77,228.19,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11228,41788.0,Kings,New York,5.0,1.0,11.0,3.0,3.0,5.0,3.0,56596.0,160.33,488.46,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11229,80018.0,Kings,New York,4.0,1.0,10.0,2.0,2.0,4.0,2.0,135926.0,84.11,226.19,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11230,86408.0,Kings,New York,4.0,2.0,11.0,2.0,2.0,5.0,3.0,72856.0,80.21,212.15,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11231,33336.0,Kings,New York,9.0,3.0,17.0,6.0,4.0,10.0,5.0,62176.0,125.9,275.47,100%,39.99,7.0,1.0,9.0,5.0,4.0,6.0,4.0
11232,28265.0,Kings,New York,5.0,2.0,12.0,3.0,3.0,6.0,3.0,9908.0,70.16,206.87,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11233,67053.0,Kings,New York,4.0,2.0,11.0,2.0,2.0,5.0,3.0,86980.0,72.8,205.24,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11234,87757.0,Kings,New York,6.0,1.0,12.0,4.0,3.0,6.0,3.0,103070.0,136.54,307.51,100%,39.99,4.0,0.0,5.0,3.0,2.0,3.0,2.0
11235,79132.0,Kings,New York,5.0,0.0,10.0,3.0,3.0,5.0,3.0,203512.0,80.87,222.11,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11236,93877.0,Kings,New York,6.0,1.0,12.0,4.0,3.0,6.0,3.0,109488.0,115.19,294.14,100%,39.99,4.0,0.0,5.0,3.0,2.0,3.0,2.0
11237,49896.0,Kings,New York,5.0,1.0,11.0,3.0,3.0,5.0,3.0,272884.0,74.38,104.34,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
11238,49262.0,Kings,New York,8.0,2.0,15.0,5.0,5.0,8.0,6.0,164566.0,104.23,288.25,100%,39.99,5.0,0.0,6.0,3.0,3.0,3.0,3.0
11239,13393.0,Kings,New York,4.0,1.0,10.0,2.0,2.0,4.0,2.0,17160.0,94.6,220.66,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
11425,0.0,Kings,New York,1.0,1.0,7.0,1.0,1.0,3.0,1.0,898.0,139.95,413.65,0%,69.99,1.0,0.0,2.0,1.0,1.0,1.0,1.0
57051,263.0,Kingsbury,South Dakota,2.0,1.0,7.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,100%,49.95,1.0,0.0,2.0,1.0,1.0,1.0,1.0
57212,2062.0,Kingsbury,South Dakota,5.0,3.0,13.0,4.0,4.0,7.0,5.0,1043.0,10.89,23.09,92%,49.95,5.0,3.0,9.0,3.0,3.0,3.0,3.0
57231,1695.0,Kingsbury,South Dakota,5.0,2.0,11.0,4.0,4.0,7.0,5.0,411.0,63.75,159.7,79%,49.95,5.0,1.0,7.0,3.0,2.0,3.0,2.0
57233,118.0,Kingsbury,South Dakota,3.0,2.0,9.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,75%,69.99,2.0,0.0,3.0,1.0,1.0,1.0,1.0
57249,994.0,Kingsbury,South Dakota,3.0,2.0,9.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0,89%,49.95,4.0,1.0,6.0,4.0,3.0,4.0,3.0
57353,829.0,Kingsbury,South Dakota,3.0,3.0,10.0,3.0,2.0,7.0,3.0,170.0,3.18,7.8,53%,49.95,3.0,2.0,6.0,1.0,1.0,1.0,1.0
78832,3598.0,Kinney,Texas,4.0,2.0,11.0,1.0,1.0,4.0,1.0,297.0,16.98,44.11,82%,109.99,2.0,1.0,4.0,0.0,0.0,0.0,0.0
81021,14.0,Kiowa,Colorado,1.0,1.0,8.0,0.0,0.0,2.0,0.0,,,,0%,,1.0,0.0,2.0,0.0,0.0,0.0,0.0
81045,88.0,Kiowa,Colorado,2.0,0.0,7.0,0.0,0.0,2.0,0.0,,,,0%,,2.0,1.0,4.0,0.0,0.0,0.0,0.0
81071,334.0,Kiowa,Colorado,3.0,3.0,12.0,1.0,1.0,4.0,1.0,,,,18%,59.95,1.0,2.0,4.0,0.0,0.0,0.0,0.0
81036,962.0,Kiowa,Colorado,4.0,3.0,13.0,2.0,1.0,6.0,1.0,319.0,8.89,19.22,85%,59.95,3.0,2.0,6.0,1.0,1.0,1.0,1.0
67109,418.0,Kiowa,Kansas,1.0,2.0,9.0,0.0,0.0,3.0,0.0,,,,2%,,2.0,1.0,4.0,0.0,0.0,1.0,0.0
67054,1167.0,Kiowa,Kansas,4.0,3.0,13.0,1.0,1.0,4.0,1.0,149.0,11.86,25.09,76%,59.95,3.0,1.0,5.0,0.0,0.0,1.0,0.0
67059,1042.0,Kiowa,Kansas,3.0,2.0,11.0,1.0,1.0,4.0,1.0,78.0,14.23,60.5,5%,59.95,2.0,3.0,6.0,0.0,0.0,1.0,0.0
73041,366.0,Kiowa,Oklahoma,1.0,6.0,12.0,1.0,1.0,4.0,1.0,,,,69%,,5.0,2.0,8.0,0.0,0.0,0.0,0.0
73559,540.0,Kiowa,Oklahoma,2.0,5.0,14.0,2.0,2.0,4.0,2.0,,,,70%,25.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0
73564,551.0,Kiowa,Oklahoma,2.0,6.0,15.0,2.0,2.0,4.0,2.0,,,,43%,,5.0,3.0,9.0,0.0,0.0,0.0,0.0
73655,864.0,Kiowa,Oklahoma,4.0,5.0,16.0,1.0,1.0,3.0,1.0,,,,4%,,4.0,5.0,10.0,0.0,0.0,0.0,0.0
