Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3.1
08015,20763.0,Burlington,New Jersey,5.0,0.0,11.0,3.0,3.0,5.0,3.0,11376.0,122.22,322.94,99%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08016,33540.0,Burlington,New Jersey,5.0,0.0,11.0,3.0,3.0,5.0,3.0,32048.0,112.63,236.81,98%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08019,925.0,Burlington,New Jersey,3.0,0.0,8.0,2.0,2.0,4.0,2.0,474.0,198.5,500.04,80%,39.99,2.0,0.0,3.0,1.0,1.0,1.0,1.0
08022,8783.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,3222.0,87.19,203.4,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08036,5917.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,1456.0,85.75,234.97,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08041,1002.0,Burlington,New Jersey,3.0,0.0,9.0,2.0,2.0,4.0,2.0,268.0,63.13,92.83,99%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08046,31587.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,28666.0,99.52,234.93,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08048,12495.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,12458.0,142.69,320.41,98%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08052,19172.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,15350.0,89.85,228.2,99%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08053,45538.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,48340.0,126.58,353.23,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08054,41864.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,114646.0,142.31,281.32,99%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08055,27179.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,31276.0,201.83,537.41,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08057,21090.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,31630.0,180.65,352.23,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08060,24713.0,Burlington,New Jersey,5.0,0.0,11.0,3.0,3.0,5.0,3.0,33624.0,126.73,296.9,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08065,7398.0,Burlington,New Jersey,3.0,0.0,9.0,1.0,1.0,3.0,1.0,206.0,76.48,169.28,100%,79.99,2.0,0.0,3.0,1.0,1.0,1.0,1.0
08068,6727.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,4090.0,135.66,224.11,99%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08075,28894.0,Burlington,New Jersey,5.0,0.0,11.0,3.0,3.0,5.0,3.0,23578.0,140.54,333.56,99%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08077,18307.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,6854.0,68.84,215.43,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08088,24664.0,Burlington,New Jersey,4.0,0.0,10.0,2.0,2.0,4.0,2.0,22910.0,144.77,365.27,98%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08505,17736.0,Burlington,New Jersey,5.0,0.0,11.0,3.0,3.0,5.0,3.0,12618.0,113.08,225.28,99%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08511,826.0,Burlington,New Jersey,5.0,0.0,11.0,3.0,3.0,5.0,3.0,32.0,60.4,74.78,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08515,4637.0,Burlington,New Jersey,5.0,0.0,11.0,3.0,3.0,5.0,3.0,646.0,172.59,405.45,100%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
08518,4986.0,Burlington,New Jersey,3.0,0.0,9.0,1.0,1.0,3.0,1.0,852.0,100.85,230.19,100%,79.99,2.0,0.0,3.0,1.0,1.0,1.0,1.0
08554,3818.0,Burlington,New Jersey,3.0,0.0,9.0,1.0,1.0,3.0,1.0,646.0,143.46,496.82,100%,79.99,2.0,0.0,3.0,1.0,1.0,1.0,1.0
08562,5371.0,Burlington,New Jersey,5.0,0.0,11.0,3.0,3.0,5.0,3.0,1980.0,97.89,229.15,89%,39.99,4.0,0.0,5.0,3.0,3.0,3.0,3.0
08640,7716.0,Burlington,New Jersey,3.0,0.0,9.0,2.0,2.0,4.0,2.0,28.0,18.43,75.68,30%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
08641,3553.0,Burlington,New Jersey,3.0,0.0,9.0,2.0,2.0,4.0,2.0,4038.0,107.77,290.98,100%,39.99,3.0,0.0,4.0,2.0,2.0,2.0,2.0
78605,4952.0,Burnet,Texas,2.0,9.0,17.0,1.0,1.0,5.0,2.0,382.0,4.42,14.9,48%,69.99,1.0,2.0,4.0,1.0,1.0,1.0,1.0
78608,434.0,Burnet,Texas,1.0,5.0,12.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,68%,87.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
78611,12977.0,Burnet,Texas,5.0,10.0,21.0,3.0,3.0,7.0,4.0,7496.0,67.55,221.9,74%,35.99,3.0,3.0,7.0,1.0,1.0,1.0,1.0
78654,17553.0,Burnet,Texas,8.0,9.0,23.0,6.0,6.0,9.0,6.0,20514.0,61.19,163.22,77%,35.99,4.0,4.0,9.0,2.0,1.0,2.0,1.0
54845,147.0,Burnett,Wisconsin,3.0,3.0,11.0,2.0,0.0,4.0,0.0,,,,82%,64.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0
54830,2752.0,Burnett,Wisconsin,2.0,2.0,9.0,2.0,0.0,4.0,0.0,15.0,10.94,19.43,74%,64.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0
54840,4643.0,Burnett,Wisconsin,6.0,2.0,13.0,4.0,2.0,6.0,3.0,2097.0,14.28,36.5,68%,59.99,5.0,1.0,8.0,2.0,0.0,2.0,0.0
54872,2581.0,Burnett,Wisconsin,5.0,4.0,14.0,2.0,1.0,4.0,1.0,923.0,12.52,28.3,88%,64.0,5.0,3.0,10.0,1.0,0.0,1.0,0.0
54893,3767.0,Burnett,Wisconsin,4.0,4.0,13.0,2.0,0.0,4.0,0.0,678.0,11.97,28.31,92%,64.0,4.0,3.0,9.0,1.0,0.0,1.0,0.0
68019,550.0,Burt,Nebraska,3.0,7.0,16.0,2.0,1.0,6.0,3.0,81.0,70.52,237.91,100%,49.95,5.0,3.0,9.0,1.0,0.0,1.0,0.0
68020,749.0,Burt,Nebraska,1.0,6.0,13.0,1.0,0.0,5.0,2.0,1112.0,11.28,27.02,94%,90.0,4.0,4.0,9.0,1.0,0.0,1.0,0.0
68038,1280.0,Burt,Nebraska,4.0,6.0,16.0,2.0,1.0,6.0,3.0,669.0,43.35,96.78,100%,90.0,5.0,2.0,8.0,2.0,0.0,2.0,0.0
68045,1801.0,Burt,Nebraska,4.0,6.0,15.0,3.0,2.0,7.0,4.0,622.0,20.39,48.98,100%,49.95,5.0,3.0,9.0,1.0,0.0,1.0,0.0
68061,2504.0,Burt,Nebraska,5.0,7.0,18.0,3.0,2.0,7.0,3.0,7402.0,17.5,42.1,75%,45.0,6.0,4.0,11.0,1.0,0.0,1.0,0.0
36030,491.0,Butler,Alabama,3.0,0.0,7.0,2.0,1.0,4.0,1.0,,,,100%,,7.0,0.0,9.0,0.0,0.0,0.0,0.0
36456,1820.0,Butler,Alabama,3.0,0.0,8.0,2.0,1.0,4.0,1.0,,,,35%,29.99,14.0,0.0,16.0,0.0,0.0,0.0,0.0
36033,4299.0,Butler,Alabama,4.0,0.0,9.0,3.0,2.0,5.0,2.0,11.0,32.69,102.91,55%,69.99,3.0,0.0,5.0,1.0,0.0,1.0,0.0
36037,14074.0,Butler,Alabama,6.0,0.0,11.0,5.0,4.0,7.0,4.0,2750.0,33.72,75.02,90%,65.0,4.0,0.0,6.0,1.0,0.0,1.0,0.0
50608,,Butler,Iowa,,,,,,,,,,,,,,,,,,,
50649,,Butler,Iowa,,,,,,,,,,,,,,,,,,,
50602,1603.0,Butler,Iowa,5.0,1.0,12.0,2.0,1.0,5.0,2.0,252.0,42.46,94.8,99%,90.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0
50604,1850.0,Butler,Iowa,6.0,4.0,16.0,3.0,3.0,6.0,4.0,20.0,2.42,5.88,93%,69.99,4.0,3.0,8.0,2.0,2.0,2.0,2.0
50605,168.0,Butler,Iowa,3.0,3.0,11.0,1.0,1.0,5.0,2.0,5198.0,8.8,21.95,85%,85.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0
50611,392.0,Butler,Iowa,5.0,2.0,12.0,2.0,2.0,5.0,3.0,17.0,4.15,8.5,80%,89.95,4.0,2.0,7.0,2.0,2.0,2.0,2.0
50619,2410.0,Butler,Iowa,8.0,2.0,16.0,3.0,3.0,6.0,4.0,512.0,24.18,47.4,96%,44.95,6.0,1.0,8.0,3.0,2.0,3.0,2.0
50625,1004.0,Butler,Iowa,4.0,2.0,11.0,1.0,1.0,4.0,2.0,24.0,106.2,272.82,99%,90.0,4.0,2.0,7.0,1.0,1.0,1.0,1.0
50636,1982.0,Butler,Iowa,11.0,3.0,20.0,7.0,7.0,10.0,8.0,107.0,30.99,64.45,99%,44.95,8.0,3.0,12.0,3.0,2.0,4.0,2.0
50660,1333.0,Butler,Iowa,3.0,4.0,13.0,2.0,2.0,5.0,3.0,1747.0,11.66,25.4,97%,57.5,3.0,2.0,6.0,2.0,2.0,2.0,2.0
50665,2841.0,Butler,Iowa,4.0,5.0,15.0,4.0,4.0,7.0,5.0,22.0,62.9,118.22,87%,69.99,5.0,3.0,9.0,3.0,2.0,3.0,2.0
50670,2024.0,Butler,Iowa,6.0,3.0,15.0,5.0,4.0,9.0,5.0,342.0,25.22,48.77,98%,44.95,5.0,2.0,8.0,3.0,2.0,3.0,2.0
67072,244.0,Butler,Kansas,1.0,1.0,8.0,1.0,0.0,3.0,0.0,,,,61%,,2.0,2.0,5.0,0.0,0.0,0.0,0.0
67144,2716.0,Butler,Kansas,5.0,5.0,16.0,3.0,3.0,7.0,3.0,,,,100%,64.95,10.0,5.0,16.0,3.0,2.0,3.0,2.0
66842,324.0,Butler,Kansas,1.0,2.0,8.0,1.0,1.0,4.0,1.0,27.0,12.11,25.72,100%,99.99,1.0,1.0,3.0,1.0,0.0,1.0,0.0
67002,13764.0,Butler,Kansas,7.0,6.0,19.0,7.0,7.0,11.0,7.0,4101.0,35.25,93.62,100%,35.0,3.0,4.0,8.0,3.0,1.0,3.0,1.0
67010,13890.0,Butler,Kansas,4.0,6.0,16.0,2.0,2.0,6.0,2.0,2106.0,53.5,159.5,100%,65.99,4.0,5.0,10.0,2.0,1.0,2.0,1.0
67017,2294.0,Butler,Kansas,7.0,5.0,18.0,5.0,5.0,8.0,5.0,444.0,6.12,13.42,100%,35.0,4.0,4.0,9.0,3.0,1.0,3.0,1.0
67039,3395.0,Butler,Kansas,5.0,5.0,16.0,2.0,2.0,5.0,2.0,4.0,29.63,50.66,100%,99.99,3.0,5.0,9.0,1.0,0.0,1.0,0.0
67042,17969.0,Butler,Kansas,6.0,4.0,16.0,5.0,3.0,8.0,3.0,9761.0,87.5,192.31,100%,65.99,6.0,3.0,10.0,3.0,2.0,3.0,2.0
67074,1741.0,Butler,Kansas,3.0,4.0,13.0,2.0,2.0,5.0,2.0,256.0,35.95,78.36,99%,105.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0
67123,741.0,Butler,Kansas,2.0,4.0,12.0,2.0,2.0,5.0,2.0,251.0,20.99,48.14,100%,99.99,1.0,3.0,5.0,1.0,0.0,1.0,0.0
67132,410.0,Butler,Kansas,2.0,2.0,10.0,2.0,1.0,5.0,1.0,73.0,9.94,18.14,100%,99.99,2.0,1.0,4.0,1.0,0.0,1.0,0.0
67133,6379.0,Butler,Kansas,5.0,6.0,17.0,5.0,3.0,9.0,3.0,2986.0,136.41,191.55,100%,55.0,2.0,5.0,8.0,1.0,1.0,1.0,1.0
67154,1510.0,Butler,Kansas,4.0,4.0,14.0,2.0,2.0,5.0,2.0,2.0,0.98,0.98,100%,99.99,2.0,3.0,6.0,1.0,0.0,1.0,0.0
42219,,Butler,Kentucky,,,,,,,,,,,,,,,,,,,
42252,,Butler,Kentucky,,,,,,,,,,,,,,,,,,,
42275,883.0,Butler,Kentucky,1.0,2.0,8.0,1.0,1.0,3.0,1.0,,,,64%,,7.0,1.0,10.0,0.0,0.0,0.0,0.0
42287,,Butler,Kentucky,,,,,,,,,,,,,,,,,,,
42261,10602.0,Butler,Kentucky,8.0,4.0,17.0,4.0,4.0,6.0,4.0,604.0,46.72,147.64,60%,69.95,3.0,2.0,7.0,1.0,0.0,1.0,0.0
42273,443.0,Butler,Kentucky,2.0,1.0,8.0,1.0,1.0,3.0,1.0,88.0,27.14,53.95,69%,69.95,1.0,1.0,4.0,0.0,0.0,0.0,0.0
63945,1163.0,Butler,Missouri,2.0,1.0,9.0,2.0,2.0,5.0,2.0,,,,51%,,4.0,0.0,5.0,0.0,0.0,0.0,0.0
63901,34665.0,Butler,Missouri,9.0,3.0,18.0,4.0,3.0,7.0,3.0,7957.0,47.58,142.26,92%,35.0,6.0,3.0,10.0,1.0,1.0,1.0,1.0
63932,1254.0,Butler,Missouri,1.0,4.0,10.0,1.0,0.0,5.0,0.0,68.0,5.26,9.3,100%,70.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
63937,2922.0,Butler,Missouri,2.0,1.0,9.0,1.0,0.0,3.0,0.0,72.0,3.92,8.17,15%,,2.0,0.0,3.0,0.0,0.0,0.0,0.0
63940,1393.0,Butler,Missouri,3.0,4.0,12.0,1.0,1.0,5.0,1.0,221.0,7.84,9.65,100%,55.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
63954,1219.0,Butler,Missouri,3.0,1.0,10.0,3.0,3.0,6.0,3.0,12.0,58.49,91.79,92%,55.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
63961,1610.0,Butler,Missouri,2.0,4.0,11.0,0.0,0.0,3.0,0.0,332.0,10.92,40.51,100%,,1.0,2.0,4.0,0.0,0.0,0.0,0.0
68014,287.0,Butler,Nebraska,2.0,4.0,13.0,2.0,1.0,5.0,3.0,,,,64%,90.0,6.0,4.0,11.0,1.0,0.0,1.0,0.0
68036,402.0,Butler,Nebraska,2.0,5.0,14.0,2.0,0.0,5.0,2.0,,,,87%,90.0,4.0,5.0,10.0,1.0,0.0,1.0,0.0
68626,614.0,Butler,Nebraska,3.0,4.0,13.0,2.0,1.0,5.0,3.0,,,,90%,90.0,8.0,3.0,12.0,1.0,0.0,1.0,0.0
68635,491.0,Butler,Nebraska,3.0,4.0,13.0,3.0,2.0,6.0,4.0,,,,80%,90.0,6.0,3.0,10.0,0.0,0.0,0.0,0.0
68658,683.0,Butler,Nebraska,4.0,4.0,15.0,4.0,2.0,7.0,4.0,,,,69%,90.0,8.0,5.0,14.0,1.0,0.0,1.0,0.0
68667,92.0,Butler,Nebraska,2.0,4.0,12.0,2.0,1.0,5.0,3.0,,,,73%,90.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0
68624,1062.0,Butler,Nebraska,3.0,6.0,16.0,3.0,2.0,6.0,4.0,52.0,11.57,29.14,93%,90.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0
68632,3989.0,Butler,Nebraska,4.0,5.0,16.0,4.0,3.0,7.0,5.0,587.0,7.84,19.72,97%,69.99,3.0,2.0,6.0,1.0,0.0,1.0,0.0
68669,422.0,Butler,Nebraska,2.0,5.0,13.0,1.0,0.0,4.0,2.0,1367.0,51.4,60.47,97%,90.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0
45025,,Butler,Ohio,,,,,,,,,,,,,,,,,,,
45026,,Butler,Ohio,,,,,,,,,,,,,,,,,,,
45043,,Butler,Ohio,,,,,,,,,,,,,,,,,,,
45011,69677.0,Butler,Ohio,6.0,2.0,14.0,5.0,3.0,8.0,3.0,22102.0,104.79,273.26,100%,39.99,5.0,2.0,8.0,3.0,1.0,4.0,1.0
45013,52613.0,Butler,Ohio,6.0,2.0,14.0,3.0,2.0,6.0,2.0,14126.0,87.67,244.05,100%,39.99,4.0,2.0,7.0,3.0,1.0,4.0,1.0
45014,43917.0,Butler,Ohio,5.0,0.0,11.0,3.0,2.0,5.0,2.0,27624.0,123.06,302.13,100%,39.99,3.0,1.0,5.0,3.0,1.0,3.0,1.0
45015,12038.0,Butler,Ohio,4.0,0.0,10.0,4.0,3.0,6.0,3.0,395.0,86.44,228.7,100%,39.99,3.0,1.0,5.0,3.0,1.0,3.0,1.0
45042,26451.0,Butler,Ohio,8.0,2.0,16.0,4.0,3.0,6.0,3.0,2849.0,58.85,196.68,99%,39.99,6.0,1.0,8.0,1.0,0.0,1.0,0.0
45044,52822.0,Butler,Ohio,8.0,0.0,14.0,7.0,5.0,9.0,5.0,20860.0,94.3,225.86,100%,35.0,5.0,0.0,6.0,3.0,1.0,3.0,1.0
45050,8548.0,Butler,Ohio,5.0,0.0,11.0,4.0,2.0,6.0,2.0,1880.0,49.45,199.89,100%,44.99,3.0,0.0,4.0,1.0,0.0,1.0,0.0
45053,3420.0,Butler,Ohio,4.0,1.0,11.0,3.0,2.0,5.0,2.0,808.0,51.13,147.61,100%,39.99,2.0,1.0,5.0,2.0,0.0,2.0,0.0
45056,27038.0,Butler,Ohio,5.0,4.0,15.0,4.0,3.0,8.0,3.0,11154.0,58.27,177.32,100%,39.99,3.0,2.0,6.0,2.0,0.0,3.0,0.0
45064,2857.0,Butler,Ohio,5.0,4.0,15.0,3.0,2.0,6.0,2.0,107.0,48.26,114.3,98%,39.99,4.0,2.0,7.0,3.0,0.0,4.0,0.0
45067,13898.0,Butler,Ohio,5.0,2.0,13.0,5.0,2.0,7.0,2.0,2675.0,60.01,158.41,100%,39.99,3.0,1.0,5.0,2.0,0.0,2.0,0.0
45069,49060.0,Butler,Ohio,5.0,0.0,11.0,3.0,2.0,5.0,2.0,39087.0,83.96,225.53,100%,39.99,5.0,1.0,7.0,3.0,1.0,3.0,1.0
16016,,Butler,Pennsylvania,,,,,,,,,,,,,,,,,,,
16017,,Butler,Pennsylvania,,,,,,,,,,,,,,,,,,,
16018,,Butler,Pennsylvania,,,,,,,,,,,,,,,,,,,
16021,,Butler,Pennsylvania,,,,,,,,,,,,,,,,,,,
16045,1195.0,Butler,Pennsylvania,2.0,0.0,8.0,2.0,1.0,4.0,2.0,,,,94%,76.95,11.0,0.0,12.0,2.0,1.0,2.0,1.0
16050,1546.0,Butler,Pennsylvania,2.0,0.0,6.0,2.0,1.0,4.0,2.0,,,,93%,76.95,13.0,0.0,14.0,2.0,1.0,2.0,1.0
16061,2761.0,Butler,Pennsylvania,2.0,1.0,9.0,2.0,1.0,5.0,2.0,,,,94%,65.0,12.0,0.0,13.0,1.0,1.0,1.0,1.0
16001,40371.0,Butler,Pennsylvania,4.0,2.0,12.0,3.0,2.0,6.0,3.0,58046.0,121.41,348.16,97%,76.95,3.0,0.0,4.0,2.0,1.0,2.0,1.0
16002,15877.0,Butler,Pennsylvania,5.0,0.0,11.0,4.0,2.0,6.0,3.0,15956.0,63.22,142.9,98%,76.95,3.0,0.0,4.0,2.0,1.0,2.0,1.0
16020,1150.0,Butler,Pennsylvania,4.0,0.0,9.0,2.0,1.0,4.0,1.0,250.0,10.16,34.09,92%,76.95,4.0,0.0,5.0,1.0,1.0,1.0,1.0
16023,4169.0,Butler,Pennsylvania,4.0,1.0,11.0,4.0,2.0,6.0,3.0,1118.0,42.91,100.77,95%,55.0,4.0,0.0,5.0,2.0,2.0,2.0,2.0
16025,5564.0,Butler,Pennsylvania,4.0,0.0,10.0,3.0,2.0,5.0,3.0,2376.0,96.06,267.26,97%,76.95,3.0,0.0,4.0,1.0,1.0,1.0,1.0
16033,6165.0,Butler,Pennsylvania,5.0,1.0,12.0,3.0,2.0,6.0,3.0,8.0,12.79,27.34,91%,65.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0
16034,2054.0,Butler,Pennsylvania,3.0,1.0,9.0,2.0,1.0,4.0,2.0,24.0,17.71,85.51,95%,76.95,4.0,0.0,5.0,2.0,2.0,2.0,2.0
16037,4589.0,Butler,Pennsylvania,5.0,0.0,11.0,3.0,2.0,5.0,3.0,1402.0,94.51,277.96,94%,76.95,3.0,0.0,4.0,1.0,1.0,1.0,1.0
16038,3517.0,Butler,Pennsylvania,4.0,0.0,9.0,2.0,2.0,4.0,2.0,4932.0,355.69,474.83,82%,55.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0
16040,975.0,Butler,Pennsylvania,2.0,0.0,7.0,2.0,1.0,4.0,1.0,52.0,3.56,9.68,92%,76.95,2.0,0.0,3.0,1.0,1.0,1.0,1.0
16041,1888.0,Butler,Pennsylvania,4.0,0.0,8.0,3.0,2.0,5.0,3.0,2344.0,44.77,153.78,93%,76.95,3.0,0.0,4.0,1.0,1.0,1.0,1.0
16046,14396.0,Butler,Pennsylvania,5.0,0.0,11.0,4.0,3.0,6.0,4.0,28406.0,113.69,302.33,97%,48.79,5.0,0.0,6.0,2.0,2.0,2.0,2.0
16051,3043.0,Butler,Pennsylvania,5.0,0.0,10.0,4.0,3.0,6.0,4.0,8076.0,74.47,103.44,92%,55.0,4.0,0.0,5.0,2.0,2.0,2.0,2.0
16052,2447.0,Butler,Pennsylvania,3.0,0.0,8.0,3.0,2.0,5.0,3.0,74.0,19.91,38.08,91%,76.95,2.0,0.0,3.0,1.0,1.0,1.0,1.0
16053,4020.0,Butler,Pennsylvania,2.0,0.0,8.0,2.0,1.0,4.0,2.0,4.0,22.13,22.38,98%,76.95,2.0,0.0,3.0,2.0,1.0,2.0,1.0
16055,8486.0,Butler,Pennsylvania,7.0,1.0,14.0,5.0,4.0,7.0,5.0,8040.0,68.66,152.9,96%,48.79,7.0,0.0,8.0,4.0,4.0,4.0,4.0
16056,4791.0,Butler,Pennsylvania,3.0,0.0,9.0,3.0,2.0,5.0,3.0,2004.0,76.59,237.22,99%,76.95,4.0,0.0,5.0,2.0,2.0,2.0,2.0
16057,13909.0,Butler,Pennsylvania,5.0,0.0,10.0,4.0,3.0,6.0,4.0,9968.0,59.35,150.64,92%,55.0,4.0,0.0,5.0,2.0,2.0,2.0,2.0
16059,7738.0,Butler,Pennsylvania,7.0,0.0,13.0,5.0,3.0,7.0,4.0,4130.0,129.57,300.05,97%,48.79,7.0,0.0,8.0,4.0,3.0,4.0,3.0
16063,6559.0,Butler,Pennsylvania,5.0,0.0,11.0,2.0,2.0,4.0,3.0,15280.0,89.83,163.28,97%,76.95,4.0,0.0,5.0,2.0,2.0,2.0,2.0
16066,28060.0,Butler,Pennsylvania,7.0,0.0,13.0,5.0,3.0,7.0,4.0,39396.0,112.26,301.98,100%,48.79,6.0,0.0,7.0,2.0,2.0,2.0,2.0
95929,,Butte,California,,,,,,,,,,,,,,,,,,,
95930,69.0,Butte,California,0.0,1.0,5.0,0.0,0.0,2.0,1.0,,,,0%,,0.0,1.0,2.0,0.0,0.0,0.0,0.0
95941,563.0,Butte,California,0.0,1.0,4.0,0.0,0.0,2.0,1.0,,,,0%,,2.0,2.0,5.0,0.0,0.0,0.0,0.0
95976,,Butte,California,,,,,,,,,,,,,,,,,,,
95914,578.0,Butte,California,0.0,3.0,8.0,0.0,0.0,3.0,1.0,2.0,0.08,0.08,24%,74.99,1.0,3.0,5.0,0.0,0.0,0.0,0.0
95916,1441.0,Butte,California,2.0,3.0,11.0,1.0,1.0,4.0,3.0,188.0,3.94,9.14,25%,79.99,1.0,2.0,4.0,0.0,0.0,0.0,0.0
95917,3155.0,Butte,California,3.0,3.0,12.0,1.0,1.0,4.0,2.0,10.0,2.09,2.37,97%,74.99,2.0,4.0,7.0,1.0,1.0,1.0,1.0
95926,37725.0,Butte,California,4.0,1.0,11.0,2.0,2.0,4.0,3.0,17619.0,110.28,263.01,100%,35.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0
95928,36511.0,Butte,California,5.0,3.0,14.0,2.0,2.0,6.0,3.0,16682.0,105.02,321.78,95%,35.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0
95938,3787.0,Butte,California,3.0,3.0,12.0,1.0,1.0,4.0,2.0,182.0,45.25,87.58,91%,74.99,2.0,2.0,5.0,1.0,1.0,1.0,1.0
95942,1301.0,Butte,California,2.0,1.0,8.0,0.0,0.0,2.0,1.0,72.0,6.7,13.73,0%,,1.0,1.0,3.0,0.0,0.0,0.0,0.0
95948,10810.0,Butte,California,3.0,3.0,12.0,3.0,1.0,6.0,2.0,1241.0,5.01,9.36,99%,55.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0
95954,12251.0,Butte,California,4.0,2.0,12.0,2.0,2.0,4.0,3.0,120.0,21.69,75.78,94%,35.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0
95965,20384.0,Butte,California,4.0,3.0,13.0,2.0,2.0,6.0,3.0,3727.0,38.91,93.89,79%,35.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0
95966,30643.0,Butte,California,4.0,3.0,13.0,3.0,2.0,7.0,3.0,10891.0,70.74,201.38,91%,35.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0
95968,1412.0,Butte,California,3.0,1.0,10.0,1.0,1.0,3.0,2.0,6.0,1.84,2.31,100%,79.99,2.0,2.0,5.0,1.0,1.0,1.0,1.0
95969,27549.0,Butte,California,4.0,2.0,12.0,4.0,2.0,6.0,3.0,9713.0,82.34,230.02,100%,35.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0
95973,31957.0,Butte,California,4.0,3.0,13.0,2.0,2.0,5.0,3.0,17830.0,77.98,236.87,94%,35.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0
83213,1644.0,Butte,Idaho,3.0,1.0,9.0,1.0,1.0,3.0,1.0,299.0,13.6,43.76,39%,,5.0,1.0,8.0,2.0,2.0,2.0,2.0
83244,358.0,Butte,Idaho,2.0,0.0,7.0,1.0,1.0,3.0,1.0,131.0,5.44,12.09,86%,,2.0,0.0,4.0,1.0,1.0,1.0,1.0
83255,1213.0,Butte,Idaho,3.0,1.0,9.0,1.0,1.0,3.0,1.0,209.0,13.0,25.84,9%,,5.0,1.0,8.0,2.0,2.0,2.0,2.0
57788,485.0,Butte,South Dakota,4.0,2.0,10.0,3.0,1.0,7.0,1.0,,,,100%,71.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0
57717,8007.0,Butte,South Dakota,5.0,3.0,12.0,4.0,3.0,9.0,3.0,2374.0,63.21,150.98,99%,39.99,5.0,1.0,7.0,3.0,3.0,3.0,3.0
57760,1353.0,Butte,South Dakota,2.0,1.0,7.0,1.0,0.0,4.0,0.0,140.0,8.12,17.87,99%,71.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0
